Packet Length,Node Distance,Average Packet Loss Rate,Packet 95% Lower,Packet 95% Upper,Packet 99% Lower,Packet 99% Upper,Average Goodput,Goodput 95% Lower,Goodput 95% Upper,Goodput 99% Lower,Goodput 99% Upper
400,45,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
400,46,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
400,47,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
400,48,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
400,49,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
400,50,1.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
900,10,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,11,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,12,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,13,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,14,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,15,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,16,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,17,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,18,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,19,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
